,pmid,title,author,pubdate,keywords,prob,pmcid,table_info
96,33432589,Muscle Mass and Direct Oral Anticoagulant Activity in Older Adults With Atrial Fibrillation.,M Bendayan; V Mardigyan; D Williamson; A Chen-Tournoux; S Eintracht; L Rudski; E MacNamara; M Blostein; M Afilalo; J Afilalo,2021,anticoagulation; atrial fibrillation; frailty; pharmacokinetics; sarcopenia,0.5976929664611816,,
97,30235484,Apixaban Interacts with Haemoglobin: Effects on Its Plasma Levels.,M Sacco; S Lancellotti; F Berruti; A Arcovito; A Bellelli; T Ricciardelli; I Autiero; L Cavallo; R Oliva; R De Cristofaro,2018,,0.5897830128669739,,
98,33963483,Comparison of potential pharmacokinetic drug interactions in patients with atrial fibrillation and changing from warfarin to non-vitamin K oral anticoagulant therapy.,N Bernaitis; T Badrick; S Anoopkumar-Dukie,2021,Anticoagulants; Apixaban; Dabigatran; Drug interactions; Rivaroxaban; Warfarin,0.584841787815094,,
99,30918237,Rivaroxaban or Apixaban for Non-Valvular Atrial Fibrillation - Efficacy and Safety of Off-Label Under-Dosing According to Plasma Concentration.,M Suwa; I Morii; M Kino,2019,Anticoagulation monitoring; Apixaban; Atrial fibrillation; Off-label dosing; Rivaroxaban,0.5838094353675842,,
100,34155947,The Impact of Rivaroxaban and Apixaban on Tacrolimus Trough Levels.,AC Scheibner; C Franco-Martinez; E Kincaide; R Hall; C Long,2021,direct oral anticoagulants; pharmacokinetics; solid organ transplant; tacrolimus,0.5821174383163452,,
101,29593860,Potential drug-drug interactions with direct oral anticoagulants in elderly hospitalized patients.,HL Forbes; TM Polasek,2017,DOACs; bleeding; direct oral anticoagulants; drug–drug interactions; selective serotonin reuptake inhibitors,0.5724737644195557,PMC5865464,
102,28798509,Pharmacokinetics of apixaban.,P Beirne,2017,,0.5670824646949768,PMC5478397,
103,30719631,Betrixaban for Extended Venous Thromboembolism Prophylaxis in High-Risk Hospitalized Patients: Putting the APEX Results into Practice.,KM Miller; MJ Brenner,2019,,0.5560784339904785,,
104,29972633,Drug-Drug Interaction Study of Apixaban with Cyclosporine and Tacrolimus in Healthy Volunteers.,B Bashir; DF Stickle; I Chervoneva; WK Kraft,2018,,0.5289996266365051,PMC6226116,PK - Table 2 | Study Population - Table 1
105,29055248,Simultaneous quantification of direct oral anticoagulants currently used in anticoagulation therapy.,KI Foerster; A Huppertz; OJ Müller; T Rizos; L Tilemann; WE Haefeli; J Burhenne,2018,Anticoagulation therapy; Direct oral anticoagulant; Human plasma; Solid phase extraction; Tandem mass spectrometry; Ultra-performance liquid chromatography,0.5268534421920776,,
106,23535530,Apixaban: a new factor Xa inhibitor for stroke prevention in patients with nonvalvular atrial fibrillation.,S Lam,2013,,0.5052810311317444,,
107,34498156,Direct oral anticoagulant plasma levels in hospitalized COVID-19 patients treated with dexamethasone.,"Potere, Nicola, Candeloro, Matteo, Porreca, Ettore, Marinari, Stefano, Federici, Camilla, Auciello, Raffaella, Di Nisio, Marcello",2022,"Anticoagulants, Apixaban, COVID-19, Dexamethasone, Embolism, Rivaroxaban, Thrombosis",0.8071208596229553,PMC8425464,PK - None | Study Population - Table 1
108,34628186,A validated UPLC-MS/MS method for the determination of CX3002 in human plasma and its application to a pharmacokinetic study.,"Hu, Xinhua, Xu, Yichao, Chen, Jinliang, Shen, Yuting, Yang, Dandan, Hu, Yin, Jiang, Bo, Lou, Honggang, Ruan, Zourong",2021,"Bioanalytical method, CX3002, Pharmacokinetics, UPLC-MS/MS",0.7402328252792358,,
109,35000196,Case series of massive direct oral anticoagulant ingestion-Treatment and pharmacokinetics data.,"Delrue, Maxime, Chevillard, Lucie, Stepanian, Alain, Dragoni, Alessandra, Camoin-Jau, Laurence, Voicu, Sebastien, Malissin, Isabelle, Deye, Nicolas, Gainnier, Marc, Siguret, Virginie, Megarbane, Bruno",2022,"Netherlands, apixaban, dabigatran, direct oral anticoagulant, pharmacokinetic modelling, poisoning",0.6689993143081665,,
110,35386137,"Amiodarone, Verapamil, or Diltiazem Use With Direct Oral Anticoagulants and the Risk of Hemorrhage in Older Adults.","Hill, Kevin, Sucha, Ewa, Rhodes, Emily, Bota, Sarah, Hundemer, Gregory L, Clark, Edward G, Canney, Mark, Harel, Ziv, Wang, Tzu-Fei, Carrier, Marc, Wijeysundera, Harindra C, Knoll, Greg, Sood, Manish M",2022,,0.5975558757781982,PMC8978070,
111,35439353,Pharmacokinetics of apixaban and tacrolimus or cyclosporine in kidney and lung transplant recipients.,"Mansell, Holly, Shoker, Ahmed, Alcorn, Jane, Fenton, Mark E, Tam, Julian S, Semchuk, William, Bashir, Babar, Kraft, Walter K, Yao, Shenzhen, Douketis, James D",2022,,0.9030453562736511,PMC9283751,"PK - TABLE 2, TABLE 3 | Study Population - TABLE 1"
112,35455642,Impact of the Genotype and Phenotype of CYP3A and P-gp on the Apixaban and Rivaroxaban Exposure in a Real-World Setting.,"Lenoir, Camille, Terrier, Jean, Gloor, Yvonne, Gosselin, Pauline, Daali, Youssef, Combescure, Christophe, Desmeules, Jules Alexandre, Samer, Caroline Flora, Reny, Jean-Luc, Rollason, Victoria",2022,"DOACs, metabolism, personalized medicine, pharmacogenomics, phenotype",0.7448604106903076,PMC9028714,PK - None | Study Population - Table 1
113,35844332,Elevated International Normalized Ratio Due to Apixaban in Patient With End-Stage Renal Disease on Hemodialysis.,"Kahlon, Navkirat, Doddi, Sishir, Ning, Ying, Akpunonu, Basil, Murphy, Julie",2022,"apixaban, doacs, elevated inr, eliquis, hemodialysis, high inr, renal dysfunction, supratherapeutic",0.6467494368553162,PMC9278791,
114,35855210,Core shell stationary phase for a novel separation of some COVID-19 used drugs by UPLC-MS/MS Method: Study of grapefruit consumption impact on their pharmacokinetics in rats.,"Tarek Mahmoud, Sally, Moffid, Marwa A, Sayed, Rawda M, Mostafa, Eman A",2022,"COVID-19 Drugs, Food-drug interaction, Grapefruit Juice, LC/MS/MS, Pharmacokinetic Study, Rat Plasma",0.9470510482788086,PMC9284531,"PK - Table 5, Table 6, Table 7, Table 8 | Study Population - None"
115,36186466,Genetic determinants of apixaban plasma levels and their relationship to bleeding and thromboembolic events.,"Attelind, Sofia, Hallberg, Par, Wadelius, Mia, Hamberg, Anna-Karin, Siegbahn, Agneta, Granger, Christopher B, Lopes, Renato D, Alexander, John H, Wallentin, Lars, Eriksson, Niclas",2022,"apixaban, atrial fibrillation, drug-related side effects and adverse reactions, factor Xa inhibitors, genome-wide association study, pharmacogenetics, pharmacokinetics",0.826659083366394,PMC9515473,PK - None | Study Population - TABLE 1
116,36281394,Esomeprazole and apixaban pharmacokinetic interactions in healthy rats.,"Jaber, Ali, Al-Ani, Israa, Hailat, Mohammad, Daoud, Enas, Abu-Rumman, Anmar, Zakaraya, Zainab, Majeed, Bashar J M, Al Meanazel, Osaid, Dayyih, Wael Abu",2022,"Apixaban, Drug interactions, Esomeprazole, Mass spectroscopy, Non-compartmental analysis",0.9951683282852173,PMC9586895,PK - Table 4 | Study Population - None
117,36458443,"Pharmacokinetics, safety, and bioequivalence of apixaban tablets in healthy Chinese subjects under fasting and fed conditions.","Luo, Hong-Yu, Yao, Zhen-Jiang, Long, Hui-Zhi, Zhou, Zi-Wei, Xu, Shuo-Guo, Li, Feng-Jiao, Cheng, Yan, Wen, Dan-Dan, Deng, Ping, Guan, Yue-Qing, Gao, Li-Chen",2023,,0.61283940076828,,
118,36506510,Eight pharmacokinetic genetic variants are not associated with the risk of bleeding from direct oral anticoagulants in non-valvular atrial fibrillation patients.,"Campos-Staffico, Alessandra M, Dorsch, Michael P, Barnes, Geoffrey D, Zhu, Hao-Jie, Limdi, Nita A, Luzum, Jasmine A",2022,"DOAC, anticoagulation, atrial fibrillation, bleeding, pharmacogenetics",0.8834978342056274,PMC9730333,"PK - None | Study Population - TABLE 1, TABLE 2"
119,36678709,Tailoring Apixaban in Nanostructured Lipid Carrier Enhancing Its Oral Bioavailability and Anticoagulant Activity.,"Zaky, Mohamed F, Megahed, Mohamed A, Hammady, Taha M, Gad, Shadeed, Ghorab, Mamdouh Mostafa, El-Say, Khalid M",2022,"anticoagulant activity, apixaban, box-behnken design, in vivo pharmacokinetic, industrial development, nanostructured lipid carrier, venous thromboembolism",0.9796426892280579,PMC9867073,PK - Table 5 | Study Population - None
120,36720501,Pharmacokinetics of a microdosed cocktail of three direct oral anticoagulants in children with congenital heart defects: study protocol for a single-centre clinical trial (DOAC-Child).,"Hermann, Simon A, Mikus, Gerd, Chobanyan-Jurgens, Kristine, Gorenflo, Matthias, Ziesenitz, Victoria C",2023,"Cardiology, Pharmacology",0.5512925982475281,PMC9890763,PK - None | Study Population - None
121,36861188,"Evaluation of safety, pharmacokinetics, and pharmacodynamics of apixaban in pediatric subjects at risk of venous or arterial thrombotic disorder.","Merali, Samira J, Byon, Wonkyung, Patel, Yogesh T, Elsrougy, Amira, Marchisin, David, Perera, Vidya, Chen, Weidong, He, Bing, Murthy, Bindu",2023,,0.7727238535881042,PMC10088081,"PK - TABLE 2, TABLE 3 | Study Population - TABLE 1"
122,36862336,Insights into the Pharmacokinetics and Pharmacodynamics of Direct Oral Anticoagulants in Older Adults with Atrial Fibrillation: A Structured Narrative Review.,"Edwina, Angela Elma, Dia, Nada, Dreesen, Erwin, Vanassche, Thomas, Verhamme, Peter, Spriet, Isabel, Van der Linden, Lorenz, Tournoy, Jos",2023,,0.5486689209938049,,
123,36867504,Identification of genetic biomarkers associated with pharmacokinetics and pharmacodynamics of apixaban in Chinese healthy volunteers.,"Mu, Guangyan, Xie, Qiufen, Liu, Zhiyan, Zhang, Hanxu, Meng, Xianmin, Song, Jinfang, Zhou, Shuang, Wang, Zhe, Wang, Zining, Zhao, Xia, Jiang, Jie, Liao, Maoxing, Bao, Jiachun, Zhang, Fan, Xiang, Qian, Cui, Yimin",2023,"Apixaban, candidate gene, genome-wide association analysis, pharmacodynamics, pharmacokinetics",0.5891386270523071,,
124,36986767,Preparation of Apixaban Solid Dispersion for the Enhancement of Apixaban Solubility and Permeability.,"Lee, Juseung, Lee, Jong-Ju, Lee, Seungyeol, Dinh, Linh, Oh, Hangyu, Abuzar, Sharif Md, Ahn, Jun-Hyun, Hwang, Sung-Joo",2023,"anticoagulation, apixaban, bioavailability enhancement, solid dispersion, solubility enhancement",0.9021058082580566,PMC10057842,PK - Table 6 | Study Population - None
125,37360203,Managing the Drug-Drug Interaction With Apixaban and Primidone: A Case Report.,"Manis, Melanie M, Petersen, Kat, Roberts, Megan Z, Kyle, Jeffrey A",2023,"anticoagulants, anticonvulsants, drug-drug interactions",0.5827977657318115,PMC10288465,
126,37533565,Pharmacokinetics of Apixaban Among Peritoneal Dialysis Patients.,"Fung, Winston Wing-Shing, Cheng, Phyllis Mei-Shan, Ng, Jack Kit-Chung, Chan, Gordon Chun-Kau, Chow, Kai Ming, Li, Philip Kam-Tao, Szeto, Cheuk Chun",2023,"Apixaban, direct oral anticoagulant, drug monitoring, peritoneal dialysis, pharmacokinetics",0.9899379014968872,PMC10393585,
127,37534003,Design and evaluation of oral formulation for apixaban.,"Wang, Chien-Chiao, Chen, Yu-Li, Lu, Ta-Chien, Lee, Catherine, Chang, Yu-Chia, Chan, Yen-Fan, Mathew, Philip, Lin, Xing-Rong, Hsieh, Wen-Rung, Huang, Ting-Yun, Huang, Hsin-Lan, Hwang, Tsong-Long",2023,"Apixaban, Non-valvular atrial fibrillation (NVAF), Oral disintegrating film, Pharmacokinetics",0.6312753558158875,PMC10391955,"PK - Table 5, Table 6 | Study Population - None"
128,37568371,Therapeutic Drug Monitoring of Direct Oral Anticoagulants in Patients with Extremely Low and High Body Weight-Pilot Study.,"Wolowiec, Lukasz, Kusiak, Mateusz, Budzynski, Jacek, Wolowiec, Anna, Jasniak, Albert, Wicinski, Michal, Pedrycz-Wieczorska, Agnieszka, Rogowicz, Daniel, Grzesk, Grzegorz",2023,"atrial fibrillation, body weight, direct oral anticoagulants (DOACs), obesity, therapeutic drug monitoring",0.5297570824623108,PMC10419712,PK - None | Study Population - Table 2
129,37704005,Measurement of apixaban concentrations in different human biological fluids by UHPLC-MS/MS. Clinical pharmacokinetic application in a subject with chronic kidney disease and nonvalvular atrial fibrillation on haemodialysis.,"Rigo-Bonnin, Raul, Rossello-Palmer, Elena, Sanchez-Garcia, Arnau, Pallares-Borras, Mireia, Martinez, Yurema, Videla, Sebastian, Otero, Aurema, Lloberas, Nuria, Hueso, Miguel",2023,"Apixaban, Dialysate liquid, Plasma, UHPLC-MS/MS, Urine",0.7667810916900635,,
130,37860116,"In vivo evaluation of the pharmacokinetic interactions between almonertinib and rivaroxaban, almonertinib and apixaban.","Wang, Zhi, Li, Ying, He, Xueru, Fu, Yuhao, Li, Yajing, Zhou, Xin, Dong, Zhanjun",2023,"UPLC-MS/MS, almonertinib, apixaban, drug-drug interactions, pharmacokinetics, rivaroxaban",0.9386744499206543,PMC10582335,"PK - TABLE 6, TABLE 7, TABLE 8 | Study Population - None"
131,38042206,Association of direct oral anticoagulant and delayed bleeding with pharmacokinetics after endoscopic submucosal dissection.,"Murata, Masaki, Sugimoto, Mitsushige, Ueshima, Satoshi, Nagami, Yasuaki, Ominami, Masaki, Sawaya, Manabu, Nakatani, Yasuki, Furumoto, Yohei, Dohi, Osamu, Sumiyoshi, Tetsuya, Fukuzawa, Masakatsu, Tsuji, Shigetsugu, Miyahara, Koji, Takeuchi, Yoji, Suzuki, Sho, Tominaga, Naoyuki, Yagi, Nobuaki, Osawa, Satoshi, Sakata, Yasuhisa, Yamada, Takanori, Yoshizawa, Yashiro, Yamauchi, Atsushi, Yamamura, Takeshi, Orihara, Shunichiro, Miyamoto, Shin'ichi, Matsuda, Sayana, Hira, Daiki, Terada, Tomohiro, Katsura, Toshiya, Gotoda, Takuji, Fujishiro, Mitsuhiro, Kawai, Takashi",2024,,0.9840500950813293,,
132,38152435,Expedited surgery does not increase transfusion rates for patients with geriatric hip fracture taking factor Xa inhibitors.,"Wang, Juntian, Nilssen, Paal, Stone, Julia, Breda, Kathleen, Little, Milton, Moon, Charles, Lin, Carol",2023,"anticoagulant, apixaban, fracture, geriatrics, hip, rivaroxaban, trauma",0.525343656539917,PMC10750454,
133,38393578,"Time Course of the Interaction Between Oral Short-Term Ritonavir Therapy with Three Factor Xa Inhibitors and the Activity of CYP2D6, CYP2C19, and CYP3A4 in Healthy Volunteers.","Rohr, Brit S, Krohmer, Evelyn, Foerster, Kathrin I, Burhenne, Jurgen, Schulz, Martin, Blank, Antje, Mikus, Gerd, Haefeli, Walter E",2024,,0.698092520236969,PMC11052790,
134,38399378,Novel Thiourea and Oxime Ether Isosteviol-Based Anticoagulants: MD Simulation and ADMET Prediction.,"Gackowski, Marcin, Jedrzejewski, Mateusz, Medicharla, Sri Satya, Kondabala, Rajesh, Madriwala, Burhanuddin, Madra-Gackowska, Katarzyna, Studzinska, Renata",2024,"ADMET prediction, activated blood coagulation factor X (FXa) inhibitors, anticoagulants, isosteviol, molecular dynamics (MD) simulation, thrombosis",0.5123664140701294,PMC10892930,PK - None | Study Population - None
135,38660886,Pharmacokinetics of apixaban in patients undergoing pancreaticoduodenectomy (PAP-UP).,"Zheng, Richard, Lam, Edwin, Altshuler, Peter, Crutcher, Madison, Lavu, Harish, Yeo, Charles J, Stickle, Douglas, Leiby, Benjamin, Kraft, Walter K",2024,,0.5711444616317749,,
136,38685874,"Apixaban Pharmacokinetics and Bioequivalence of Two Tablet Formulations: A Randomized, Open-Label, Crossover Study, Fasting Condition in Healthy Indonesian Volunteers.","Leong, Chuei Wuei, Yee, Kar Ming, Liew, Ivan, Khaleb, Nur Athirah, Ahmad, Shahnun, Rani, Tracy Ann, Lau, Kheng Jim, Yunaidi, Danang Agung, Simanjuntak, Ronal, Ginanjar, Vicky A",2024,"apixaban, bioequivalence, factor Xa, generics, pharmacokinetics",0.8295180797576904,,
137,38778323,Evaluation of Apixaban standard dosing in underweight patients with non-valvular atrial fibrillation: a retrospective cohort study.,"Sulaiman, Khalid Al, Aljuhani, Ohoud, Alkofide, Hadeel, Aljohani, Manal A, Badreldin, Hisham A, Al Harbi, Mahasen, Aquil, Ghalia, Alhajaji, Raghad, Alqahtani, Rahaf A, Babonji, Alaa, Altuwayr, Maha, Alshehri, Asma A, Alfaifi, Mashael, Alharthi, Abdullah F, Alzahrani, Mohammed, Al Sulaiman, Tareq, Alqahtani, Nasser, Alshahrani, Walaa A, Al Katheri, Abdulmalik, Albekairy, Abdulkareem M",2024,"Apixaban, Atrial fibrillation, BMI < 25, Bleeding, Stroke, Thrombosis, Underweight, Weight < 50 kg",0.6509037613868713,PMC11110266,PK - None | Study Population - Table 1
138,39065607,"Quality-by-Design-Driven Nanostructured Lipid Scaffold of Apixaban: Optimization, Characterization, and Pharmacokinetic Evaluation.","Patil, Kiran, Gujarathi, Nayan, Sharma, Charu, Ojha, Shreesh, Goyal, Sameer, Agrawal, Yogeeta",2024,"23 full factorial design, Apixaban, anticoagulant, high-pressure homogenization, nanostructured lipid carriers (NLCs)",0.9799503087997437,PMC11280014,PK - Table 4 | Study Population - None
139,39136405,Exposure Matching-Based Pediatric Dose Selection for Drugs with Renal Excretion - Lessons Learned from Pediatric Development of Direct Oral Anticoagulants.,"Zou, Peng, Leil, Tarek A",2024,,0.7421709895133972,,
140,39218046,"In vitro assessment of inhibitory effects of kinase inhibitors on CYP2C9, 3A and 1A2: Prediction of drug-drug interaction risk with warfarin and direct oral anticoagulants.","Jin, Shasha, Paludetto, Marie-Noelle, Kurkela, Mika, Kahma, Helina, Neuvonen, Mikko, Xiang, Xiaoqiang, Cai, Weimin, Backman, Janne T",2024,"CYP time-dependent inhibition, CYP-mediated drug-drug interaction, Direct oral anticoagulants, Kinase inhibitors, Mechanistic static and physiologically-based pharmacokinetic models, Warfarin",0.7033974528312683,,
141,39291199,"Exploring Apixaban Pharmacokinetics, Pharmacodynamics, and Safety in Hemodiafiltration Patients.","Otero, Aurema, Rossello-Palmer, Elena, Codina, Sergi, Lloberas, Nuria, Martinez, Yurema, Santos, Naiara, Penafiel, Judith, Rigo-Bonnin, Raul, Vidal, Anna, Peris, Joan, Videla, Sebastia, Hueso, Miguel",2024,"apixaban, dialysis, hemodiafiltration, pharmacodynamics, pharmacokinetics",0.5710914134979248,PMC11403021,PK - Table 1 | Study Population - None
