study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a	NA	API10x2	6.0	API10x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	50.11	1.68	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	216.87	65.06	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	82.11	21.89	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	168.07	37.95	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	77.05	11.79	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	75.9	21.69	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	58.53	5.05	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	140.96	54.22	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	82.11	11.78	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	81.33	27.1	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	66.95	10.1	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	122.98	44.72	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	80.42	11.79	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	324.22	134.17	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	107.37	23.58	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	257.14	128.57	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	105.68	23.58	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	117.39	61.49	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	75.37	15.16	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	156.52	61.49	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	82.11	10.1	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	100.62	33.54	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10x2	61.89	6.74	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	53.47	0.0	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	406.63	75.9	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	115.79	23.58	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	325.3	103.01	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	102.32	21.89	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	140.96	5.42999999999998	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	73.68	10.11	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	363.25	70.48	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	100.63	20.21	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	227.71	70.48	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	85.47	10.11	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	329.81	22.36	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	107.37	10.1	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	626.09	190.06	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	168.0	30.32	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	519.88	89.4400000000001	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	136.0	20.21	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	301.86	100.62	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	98.95	18.52	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	514.29	134.16	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	132.63	21.9	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	301.86	89.44	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25x2	100.63	15.16	sec	NA
Frost2013a	NA	API10	6.0	API10	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	0.0	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	42.86	11.43	sec	NA
Frost2013a	NA	API10	6.0	API10	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	178.0	34.06	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	84.29	7.14	sec	NA
Frost2013a	NA	API10	6.0	API10	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	79.07	20.88	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	81.43	14.28	sec	NA
Frost2013a	NA	API10	6.0	API10	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	17.46	1.1	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	58.57	5.72000000000001	sec	NA
Frost2013a	NA	API10	6.0	API10	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	28.33	8.79	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	52.86	5.71	sec	NA
Frost2013a	NA	API10	6.0	API10	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	103.66	0.0	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	61.43	8.57	sec	NA
Frost2013a	NA	API10	6.0	API10	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	198.15	26.37	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	98.57	14.29	sec	NA
Frost2013a	NA	API10	6.0	API10	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	97.02	16.49	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	81.43	12.86	sec	NA
Frost2013a	NA	API10	6.0	API10	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	65.14	27.54	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	62.86	10.0	sec	NA
Frost2013a	NA	API10	6.0	API10	168.15	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10	28.81	17.7	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API10	54.29	5.71	sec	NA
Frost2013a	NA	API25	6.0	API25	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0	0.0	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	51.43	1.43	sec	NA
Frost2013a	NA	API25	6.0	API25	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	282.4	14.76	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	101.43	18.57	sec	NA
Frost2013a	NA	API25	6.0	API25	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	212.93	44.44	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	81.43	10.0	sec	NA
Frost2013a	NA	API25	6.0	API25	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	96.26	14.81	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	64.29	4.27999999999999	sec	NA
Frost2013a	NA	API25	6.0	API25	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	48.26	11.11	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	52.86	2.85	sec	NA
Frost2013a	NA	API25	6.0	API25	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	88.96	18.58	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	64.29	2.84999999999999	sec	NA
Frost2013a	NA	API25	6.0	API25	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	423.27	88.88	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	134.29	15.71	sec	NA
Frost2013a	NA	API25	6.0	API25	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	331.63	51.85	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	112.86	15.71	sec	NA
Frost2013a	NA	API25	6.0	API25	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	155.76	33.28	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	74.29	8.56999999999999	sec	NA
Frost2013a	NA	API25	6.0	API25	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	81.78	14.87	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API25	64.29	7.14	sec	NA
